page_number,line_up_name,first_name,last_name,party_code,answers
2,Københavns Storkreds,Anders Havelund,Krøyer,C,1 1 5 4 1 4 1 4 4 2 5 4 2 5 2 2 2 4 4 2 4 2 4 1 4
3,Østjyllands Storkreds,Anders Krojgaard,Lund,C,2 1 4 5 2 4 1 5 5 2 4 5 2 4 4 1 1 5 5 4 5 4 4 2 5
4,Københavns Storkreds,Anders,Storgaard,C,2 1 4 2 2 4 2 2 4 2 4 5 4 4 4 1 2 4 2 4 4 4 2 2 4
5,Fyns Storkreds,Anne,Fiber,C,2 2 4 2 4 4 2 1 4 4 4 5 4 2 5 2 2 4 4 4 2 5 1 1 1
6,Sjællands Storkreds,Barbara,Engelstoft,C,2 2 4 2 4 2 1 5 2 4 5 2 4 4 2 2 5 2 4 2 4 2 2 5
7,Nordsjællands Storkreds,Birgitte,Bergman,C,1 2 5 5 2 4 1 2 4 2 4 5 2 4 5 2 2 5 4 2 4 5 4 4 2
8,Østjyllands Storkreds,Bjørn,Jensen,C,2 2 2 4 4 4 1 2 5 2 4 5 2 4 2 4 2 5 4 4 4 4 4 2 4
9,UNKNOWN,,,,
10,Københavns Storkreds,Carina,Høedt,C,2 4 2 2 2 2 4 4 2 4 5 5 4 5 1 2 4 2 4 4 5 2 4 4
11,Østjyllands Storkreds,Caroline,Svejsø,C,2 2 5 4 4 4 1 4 5 2 4 4 2 4 2 2 2 5 2 2 4 4 5 1 4
12,UNKNOWN,,,,
13,Østjyllands Storkreds,Charlotte,Green,C,1 1 5 4 4 4 1 2 4 2 4 5 2 5 5 2 1 4 4 4 5 5 4 2 1
14,Københavns Omegns Storkreds,Christian,Vigilius,C,1 2 4 4 1 2 1 2 4 2 4 4 2 4 2 4 2 4 4 2 4 4 2 2 4
15,Sydjyllands Storkreds,Christina,Foldager,C,1 2 4 2 4 1 1 5 2 4 5 2 4 4 1 1 5 4 4 4 4 4 2
16,Sydjyllands Storkreds,Dan,Arnløv,C,2 1 5 4 2 4 1 2 5 1 2 5 2 5 2 4 2 5 2 4 4 4 4 2 4
17,Vestjyllands Storkreds,Dina,Andersen-Raabjerg,C,4 2 4 4 4 2 2 2 5 2 4 4 2 4 4 2 2 4 4 4 2 4 2 2 2
18,Københavns Omegns Storkreds,Dorte,Vilhelmsen,C,2 2 5 4 1 2 1 4 5 2 5 5 4 5 2 2 2 5 5 2 4 4 2 2 2
19,Nordsjællands Storkreds,Egil,Hulgaard,C,2 1 4 4 2 4 2 4 4 2 4 4 4 4 4 2 2 4 4 4 4 2 4 2 4
20,Nordsjællands Storkreds,Emma Juul,Hansen,C,1 1 4 4 2 4 1 4 4 2 4 5 2 4 4 2 2 4 4 2 4 4 4 1 2
21,Sydjyllands Storkreds,Frederik Bloch,Münster,C,2 2 4 4 4 4 1 2 4 2 5 4 2 4 2 2 2 5 4 2 4 5 4 2 2
22,Nordsjællands Storkreds,Frederik,Germann,C,1 4 4 5 2 2 2 5 4 2 4 4 2 4 4 4 2 5 4 1 5 5 4 2 1
23,Sydjyllands Storkreds,Gitte,Eriksen,C,1 2 5 5 2 2 1 4 5 1 4 5 2 5 5 2 1 5 4 4 4 5 4 2 2
24,Vestjyllands Storkreds,Gorm Hoff,Lauridsen,C,1 1 4 4 2 2 1 1 4 1 4 5 2 4 4 2 1 5 2 4 4 4 4 2 4
25,Københavns Storkreds,Helene,Fagerhøj,C,2 1 4 4 2 2 2 2 4 2 4 4 4 4 4 2 2 5 2 4 4 5 4 2 4
26,Københavns Storkreds,Helle,Bonnesen,C,1 2 5 5 2 4 1 2 4 2 4 5 4 4 4 2 1 5 2 4 5 4 4 2 4
27,Sjællands Storkreds,Henrik,Jacobsen,C,1 1 1 5 5 1 1 4 2 5 2 2 5 5 2 1 2 1 5 5 1 1 2
28,UNKNOWN,Ida,Dyhr,C,1 2 5 4 4 1 2 5 2 4 4 2 4 4 4 2 5 4 4 4 4 4 2 2
29,Københavns Omegns Storkreds,Isabella,Arendt,C,2 1 5 2 2 5 1 1 5 2 5 5 4 4 5 1 2 2 1 5 4 5 1 1 2
30,Sjællands Storkreds,Jacob,Stryhn,C,2 1 5 4 4 4 1 2 5 2 5 5 2 4 5 2 1 5 4 2 4 5 4 2 4
31,Østjyllands Storkreds,Jacob,Skjærris,C,1 1 4 4 2 2 1 2 4 2 4 4 2 5 2 2 1 4 4 4 5 4 4 2 2
32,Sjællands Storkreds,Jane,Christensen,C,2 4 5 5 2 2 1 2 5 2 5 5 2 5 5 4 1 5 5 2 2 4 4 1 1
33,Sydjyllands Storkreds,Jannie Boysen,Westergaard,C,2 2 5 2 4 1 2 2 5 4 4 5 4 4 4 4 1 4 4 4 4 4 4 4 4
34,Sydjyllands Storkreds,Jens Langer,Schou,C,1 1 5 5 2 1 1 2 5 1 5 4 4 5 2 4 1 5 4 1 5 2 5 1 1
35,Københavns Omegns Storkreds,Jette,Larsen,C,2 1 4 4 4 4 1 2 4 2 2 5 4 4 5 4 2 4 4 5 4 4 2 2 1
36,Fyns Storkreds,Joachim,Hoffmann-Petersen,C,2 1 5 5 4 2 1 4 4 2 4 5 2 5 5 2 1 5 5 1 5 4 4 2 4
37,Fyns Storkreds,Johan Emil,Sevelsted,C,1 2 5 5 2 4 1 4 5 2 4 5 2 5 5 5 1 5 2 1 4 5 5 2 2
38,Fyns Storkreds,John,Hoppe,C,2 2 5 2 2 2 2 4 4 2 4 5 4 4 2 4 1 4 2 4 4 4 2 1 2
39,Vestjyllands Storkreds,Jørgen Christian,Pedersen,C,1 2 5 4 5 1 1 2 5 2 5 5 1 4 5 5 1 5 4 2 5 1 2 2 1
40,Fyns Storkreds,Klavs Norup,Lauridsen,C,2 2 4 4 4 2 2 2 4 4 4 4 2 4 5 2 2 5 4 2 2 5 4 4 4
41,Sydjyllands Storkreds,Kristian,Thomsen,C,1 2 5 5 4 4 4 5 5 1 5 5 4 4 2 5 1 5 5 2 5 5 5 1 2
42,Bornholms Storkreds,Kristoffer,Kromand,C,2 2 4 4 4 4 2 2 4 2 4 4 4 4 4 2 2 4 4 2 4 4 4 2 2
43,Nordjyllands Storkreds,Laura,Holm,C,2 2 5 5 4 4 2 4 5 4 5 5 2 2 4 4 2 4 4 4 4 4 4 4 4
44,Nordjyllands Storkreds,Lene,Burchardt,C,2 2 2 2 4 4 2 2 5 2 2 4 2 4 4 2 2 4 4 4 4 4 2 2 4
45,Vestjyllands Storkreds,Lennart,Qvist,C,2 4 5 5 4 4 2 4 5 2 4 5 2 5 4 2 1 5 4 1 5 4 2 2 4
46,Københavns Storkreds,Line,Ervolder,C,2 2 5 4 2 4 2 2 4 2 4 5 2 2 4 2 2 5 4 2 4 4 4 2 4
47,Vestjyllands Storkreds,Lise,Bertelsen,C,2 2 5 5 4 4 1 2 5 1 2 4 2 5 5 4 1 5 4 4 5 5 4 1 1
48,Københavns Omegns Storkreds,Magnus Von,Dreiager,C,1 1 4 4 1 4 1 4 4 2 4 5 4 4 4 2 2 4 2 2 4 4 2 4
49,Fyns Storkreds,Mai,Mercado,C,1 1 5 5 4 4 1 2 5 2 5 5 2 4 5 2 1 5 4 2 5 4 5 1 2
50,Sjællands Storkreds,Marcus,Knuth,C,1 1 5 5 4 4 1 4 4 2 4 4 2 4 4 4 1 5 4 1 4 4 4 2 2
51,Vestjyllands Storkreds,Marianne,Karlsmose,C,2 1 5 4 5 2 1 1 5 2 5 5 4 4 5 1 1 1 4 4 5 5 1 2 1
52,Nordsjællands Storkreds,Mette,Abildgaard,C,1 1 5 5 1 4 1 1 5 1 5 5 2 5 2 2 1 5 2 4 5 5 4 1 2
53,Københavns Storkreds,Mia,Tang,C,1 2 5 5 1 2 1 2 5 2 5 5 2 5 5 4 2 5 4 5 5 5 5 1 2
54,Østjyllands Storkreds,Michael Faust,Horsbøl,C,2 1 5 5 4 4 2 5 5 1 4 4 1 4 5 4 1 5 5 4 5 5 5 1 1
55,UNKNOWN,Michael,Grove,C,2 2 4 4 4 2 1 4 5 2 4 4 2 4 4 2 2 5 5 4 4 5 2 2 1
56,Østjyllands Storkreds,Mona,Juul,C,1 1 5 4 2 4 1 2 5 1 4 5 2 5 2 1 1 5 2 4 5 5 4 1 4
57,UNKNOWN,,,,
58,Fyns Storkreds,Natasja Bruun,Knudsen,C,1 4 5 5 2 2 1 2 5 2 5 5 4 4 4 5 1 5 4 4 4 5 4 2 2
59,Vestjyllands Storkreds,Nicklas,Verne,C,1 1 4 4 4 2 1 4 5 2 5 4 4 5 2 2 1 5 4 4 4 5 4 2 1
60,Københavns Storkreds,Niels Peder,Ravn,C,1 1 5 5 2 4 1 2 4 4 4 5 2 5 2 4 1 5 4 1 5 5 5 2 1
61,Københavns Storkreds,Nikolaj,Bøgh,C,1 2 5 4 1 4 1 2 4 2 4 4 4 4 4 2 1 5 4 1 5 4 2 2 4
62,Nordjyllands Storkreds,Per,Larsen,C,1 1 5 4 4 5 1 1 5 1 4 4 2 5 5 5 1 5 4 5 5 2 2 2 2
63,Østjyllands Storkreds,Peter,Sporleder,C,1 1 5 5 5 4 1 4 5 1 5 5 4 4 5 2 1 5 5 5 5 5 4 2 5
64,Sydjyllands Storkreds,Rasmus Elkjær,Larsen,C,2 2 4 4 2 4 2 2 4 2 2 4 4 4 4 2 2 4 4 4 4 4 2 1 2
65,Sydjyllands Storkreds,Rasmus,Sandvej,C,4 2 4 5 4 2 1 4 5 1 5 5 2 4 5 2 2 5 5 1 5 5 5 2 1
66,Nordjyllands Storkreds,René,Flou,C,1 2 5 5 4 2 1 2 5 1 5 4 1 5 5 5 1 5 4 2 5 5 5 1 4
67,UNKNOWN,,,,
68,Vestjyllands Storkreds,Siff Tang,Lassen,C,1 1 5 5 4 2 5 4 5 1 5 4 2 4 4 4 1 4 5 4 5 5 4 1 2
69,Københavns Omegns Storkreds,Sigurd Hebo,Lønholdt,C,1 1 5 5 1 5 1 4 5 2 5 5 4 4 4 5 2 5 2 4 4 4 2 1 4
70,Nordjyllands Storkreds,Sofie Therese,Svendsen,C,1 2 5 4 4 2 1 4 5 1 2 5 2 4 2 2 2 4 4 4 4 4 4 2 4
71,Nordjyllands Storkreds,Søren,Homann,C,2 1 4 5 4 4 1 2 5 2 4 5 2 4 5 2 2 5 4 4 5 5 5 4 4
72,Københavns Omegns Storkreds,Tina Cartey,Hansen,C,2 1 5 4 2 2 1 2 4 2 4 4 4 4 4 2 2 4 4 2 4 5 2 2 2
73,Fyns Storkreds,Tobias,Bennedsen,C,2 1 5 4 4 2 1 4 4 4 5 4 2 2 4 4 1 5 5 4 5 5 4 2 2
74,Østjyllands Storkreds,Viktor Thyregod,Sivertsen,C,2 5 5 2 2 2 1 4 5 1 5 4 2 4 4 4 1 5 4 2 4 4 4 1 4
75,Sjællands Storkreds,Vilhelm,Møller,C,1 1 5 4 4 2 1 4 5 2 4 4 2 4 5 4 1 5 4 2 4 4 5 2 2
76,Bornholms Storkreds,Eik Dahl,Bidstrup,I,1 1 2 5 4 5 5 1 5 2 1 5 2 5 1 5 5 5 5 5 1 1
77,Fyns Storkreds,Katrine,Daugaard,I,1 1 5 4 2 4 1 4 5 2 5 2 2 5 1 5 1 5 5 4 5 1 5 1 2
78,Fyns Storkreds,Malte,Jäger,I,1 2 5 5 2 4 1 5 5 1 5 2 1 5 1 5 1 5 5 1 5 2 5 1 2
79,Fyns Storkreds,Pia Offer,Madsen,I,1 1 5 5 4 4 1 4 5 1 4 2 4 2 4 5 5 2 4 1 5 1 4
80,UNKNOWN,,,,
81,UNKNOWN,Martin,Lissner,I,
82,UNKNOWN,Tonny,Vest,I,
83,Fyns Storkreds,Thomas,Estrup,I,1 2 5 4 2 4 1 5 5 2 2 4 2 5 2 4 1 5 5 4 4 2 5 1 2
84,Nordjyllands Storkreds,Sólbjørg,Jakobsen,I,1 2 5 5 2 2 1 5 5 2 4 2 2 4 2 5 2 5 4 2 5 2 5 1 4
85,Nordjyllands Storkreds,HP,Beck,I,1 1 5 5 2 2 1 5 5 2 5 4 2 5 1 4 2 5 4 2 5 2 5 2 2
86,Nordjyllands Storkreds,Kenneth Skatka,Hammer,I,1 1 5 5 2 4 1 4 5 1 5 4 1 5 2 4 1 5 5 2 5 2 5 1 1
87,Nordjyllands Storkreds,Anders Peter,Hansen,I,1 1 5 4 2 5 1 4 5 2 5 2 1 4 2 4 1 5 4 2 5 2 5 1 2
88,Nordjyllands Storkreds,Kim,Gaarsdahl,I,1 2 5 5 2 4 1 4 5 2 4 4 2 5 2 5 1 5 5 4 4 2 5 1 5
89,Nordjyllands Storkreds,Bo,Ritterbusch,I,1 2 5 4 2 5 1 4 5 1 2 1 2 5 2 4 1 5 5 2 5 1 5 1 4
90,Nordjyllands Storkreds,Mark,Hellerup,I,1 1 5 4 2 4 1 2 5 1 5 2 2 1 5 1 5 5 5 5 1 5 1 2
91,Nordjyllands Storkreds,Kresten Solvang,Larsen,I,1 1 5 5 2 4 1 4 5 1 5 2 2 5 2 5 1 5 5 2 5 1 5 1 4
92,UNKNOWN,Thomas,Heuniche,I,
93,UNKNOWN,Jimmy Abel,Nielsen,I,
94,Nordjyllands Storkreds,Frederik Blicher,Pedersen,I,5 1 5 5 0 4 0 5 5 1 4 2 2 4 1 2 1 5 4 2 5 0 5 1 0
95,Nordjyllands Storkreds,Dan Gaardboe,Rueskov,I,1 1 5 4 1 4 1 5 5 1 5 2 4 1 2 5 1 5 5 1 1 1 5 1 1
96,UNKNOWN,Thomas,Christiansen,I,
97,UNKNOWN,Sara,Tvilling,I,1 1 5 5 1 5 1 5 5 1 5 4 1 5 1 5 1 5 5 1 5 1 5 1 1
98,Nordjyllands Storkreds,Rikke,Olssen,I,1 2 5 4 2 4 1 4 5 2 5 2 2 2 4 1 5 2 4 1 5 1 2
99,UNKNOWN,Peter,Larsen,I,1 1 5 5 4 1 5 5 1 2 2 1 5 4 5 1 5 5 4 4 1 1 4
100,Nordjyllands Storkreds,Lukas,Vestergaard,I,1 2 5 5 2 5 1 5 5 1 5 2 2 5 1 5 1 5 4 1 5 1 5 1 4
101,Nordsjællands Storkreds,Steffen W.,Frølund,I,1 1 5 5 1 5 1 5 5 1 5 2 1 5 1 4 1 5 2 5 2 5 1 4
102,Nordsjællands Storkreds,Christopher,Arzrouni,I,1 1 5 5 1 4 1 5 5 2 4 4 2 5 2 4 1 5 5 4 4 1 5 1 4
103,Nordsjællands Storkreds,Chelle Lilly,Albøge,I,1 1 5 5 2 4 1 5 5 2 4 2 2 5 1 5 1 5 5 4 5 1 5 1 4
104,Nordsjællands Storkreds,Philip,Solberg,I,1 2 5 5 2 4 1 5 5 1 5 2 2 5 2 5 1 5 4 5 4 1 5 1 4
105,Nordsjællands Storkreds,Lars Høyer,Holmqvist,I,1 2 5 5 2 4 1 4 5 2 4 4 2 4 2 4 2 5 4 1 5 2 5 1 4
106,Nordsjællands Storkreds,Sten Schmidl,Søbjærg,I,2 1 5 4 2 4 1 4 5 1 5 4 1 5 2 4 1 5 5 4 4 1 4 1 4
107,UNKNOWN,,,,
108,Nordsjællands Storkreds,Robert,Mørck,I,2 4 4 2 2 4 1 4 4 2 4 4 2 4 2 4 2 4 4 2 4 2 4 2 4
109,Nordsjællands Storkreds,Steffen,Sjørslev,I,1 1 5 4 1 5 1 5 5 1 4 2 1 5 1 5 1 5 4 2 5 1 5 1 4
110,UNKNOWN,Johannes,Joyce,I,
111,Nordsjællands Storkreds,Kira,Danholm,I,1 2 5 4 2 4 1 5 5 1 5 2 1 5 1 4 1 5 5 1 5 2 5 1 4
112,Nordsjællands Storkreds,Steen,Tofteng,I,1 1 5 5 2 4 1 4 5 2 5 4 2 5 1 5 2 5 5 4 4 1 5 1 4
113,Københavns Storkreds,Ole Birk,Olesen,I,1 1 5 4 1 5 1 5 5 1 4 4 2 5 1 2 1 5 4 4 5 1 5 1 4
114,Københavns Storkreds,Mads,Strange,I,1 1 5 5 2 4 1 5 5 1 4 4 2 4 2 5 1 5 4 2 4 2 5 1 2
115,Københavns Storkreds,Alexander,Ryle,I,1 1 4 4 1 5 1 4 5 2 4 4 4 4 2 4 2 4 4 4 4 2 4 2 4
116,Københavns Storkreds,Merete,Riisager,I,2 2 5 5 2 4 1 5 5 2 5 4 4 4 2 2 1 5 5 1 5 2 4 1 2
117,Københavns Storkreds,Per Nørgaard,Andersen,I,1 1 5 5 2 2 1 4 5 1 2 4 2 5 4 2 2 4 2 4 4 1 5 2 4
118,Københavns Storkreds,Charlotte,Nellemann,I,1 1 5 5 2 4 1 5 5 2 5 2 1 4 2 4 2 5 5 4 5 1 5 1 4
119,Københavns Storkreds,Line Østergaard,Olsen,I,1 1 5 5 1 5 1 5 5 2 5 2 2 5 4 5 1 5 2 2 5 4 5 1 5
120,Københavns Storkreds,Laura Emilie,Fabricius-Lauritzen,I,1 2 5 2 2 5 1 5 5 2 5 2 2 5 1 5 1 5 5 4 4 1 5 1 4
121,UNKNOWN,,,,
122,UNKNOWN,,,,
123,Københavns Storkreds,Torben,Guldbæk,I,1 2 5 4 2 5 1 4 5 2 4 2 2 4 1 4 1 5 5 4 5 2 5 1 4
124,Københavns Omegns Storkreds,Freja,Brandhøj,I,1 1 5 5 2 4 1 4 5 2 5 4 2 4 2 5 1 5 4 4 5 1 5 1 2
125,Københavns Omegns Storkreds,Jonas,Juhl,I,1 1 5 5 1 5 1 5 5 1 4 4 2 5 1 5 1 5 4 4 5 1 5 1 4
126,UNKNOWN,,,,
127,Københavns Omegns Storkreds,Hanne,Bjørn,I,1 1 5 4 2 4 1 4 5 1 5 2 1 5 1 5 2 5 4 4 5 2 4 1 2
128,Københavns Omegns Storkreds,Jacqueline,Kristensen,I,1 2 5 5 2 5 1 2 5 2 2 4 2 4 2 4 2 5 4 4 5 2 5 1 2
129,Københavns Omegns Storkreds,Patrizia Venturelli,Christensen,I,1 2 5 4 2 4 1 4 5 2 2 2 2 5 2 4 1 5 5 2 4 2 5 1 4
130,Københavns Omegns Storkreds,Michael,Melchert,I,1 1 5 5 2 4 1 5 5 2 5 4 2 5 1 4 4 4 4 1 5 2 4 1 4
131,Sjællands Storkreds,Pernille,Vermund,I,1 1 5 5 2 5 1 5 5 1 4 2 1 5 1 4 1 5 5 2 4 2 5 1 2
132,Sjællands Storkreds,Joachim,Riis,I,1 2 5 4 2 4 1 4 5 2 4 4 2 4 4 5 2 5 4 2 4 2 4 1 4
133,Sjællands Storkreds,Lars-Christian,Brask,I,1 1 5 5 2 5 1 5 5 1 5 2 2 5 1 5 1 5 5 4 5 2 5 1 2
134,Sjællands Storkreds,Mads,Brenøe,I,1 1 5 5 2 5 1 5 5 1 4 4 2 4 1 4 1 4 4 2 5 4 5 1 2
135,Sjællands Storkreds,Martin Mickey,Pedersen,I,1 2 5 5 4 5 1 5 5 1 4 2 2 5 2 5 1 5 5 4 4 2 5 1 4
136,Sjællands Storkreds,Frederik,Grünfeld,I,1 2 5 5 2 5 1 5 5 2 5 2 2 5 1 4 2 5 5 4 5 2 5 1 4
137,Sjællands Storkreds,Michael,Rask,I,1 2 5 4 2 4 1 4 5 2 4 2 2 5 2 5 2 5 4 2 5 1 5 1 4
138,Sjællands Storkreds,Sandra,Skalvig,I,1 1 5 5 2 4 1 5 5 2 4 2 2 4 2 5 2 5 4 1 5 2 5 1 2
139,Sjællands Storkreds,Nicolai,Sandager,I,1 1 5 4 2 5 1 4 5 2 4 2 2 5 2 5 1 5 4 4 4 2 5 1 2
140,Sjællands Storkreds,Henrik B.,Dynesen,I,1 1 5 4 2 4 1 5 5 1 4 2 1 5 2 4 1 5 5 2 5 1 5 1 2
141,Sjællands Storkreds,Julie,Memborg,I,1 2 5 4 2 4 1 4 5 2 4 2 1 4 4 5 1 5 5 4 4 1 5 1 4
142,Sjællands Storkreds,Steffen,Friis,I,1 1 5 5 2 4 1 4 5 2 4 4 1 4 1 5 2 5 5 2 4 2 5 1 4
143,Sjællands Storkreds,Carsten Abildtrup,Ranum,I,1 2 5 5 2 2 1 4 5 1 5 2 2 5 2 5 1 5 5 4 5 1 5 1 4
144,UNKNOWN,,,,
145,Sjællands Storkreds,Frederik Max,Krag,I,1 2 5 5 2 5 1 5 5 1 4 2 2 4 2 4 1 5 5 2 5 2 5 1 2
146,UNKNOWN,Elva Bille,Klem,I,
147,Sjællands Storkreds,Susan H.,Møller,I,1 2 5 4 2 2 1 4 5 1 4 2 1 0 1 4 2 5 4 4 5 1 5 1 2
148,Sjællands Storkreds,Ulrik,Lassen,I,1 2 5 5 2 4 1 5 5 1 5 2 2 4 1 5 2 5 5 2 5 2 5 1 2
149,Sjællands Storkreds,Brian,Prehn,I,1 2 4 4 2 4 1 4 5 1 5 2 2 4 2 4 2 5 5 2 5 2 5 1 4
150,Sjællands Storkreds,Nikolaj Brink,Olsen,I,1 1 5 4 2 4 1 4 5 2 4 4 2 5 2 5 2 5 5 1 4 2 5 1 4
151,Sjællands Storkreds,Kasper,Schneider,I,1 1 5 5 2 5 1 5 5 1 5 2 1 5 1 5 1 5 5 2 5 1 5 1 4
152,Sydjyllands Storkreds,Steffen,Larsen,I,1 1 5 5 2 5 1 5 5 1 5 2 2 5 2 4 1 5 5 2 5 1 5 1 2
153,Sydjyllands Storkreds,Kim Alexander,Jensen,I,1 1 5 5 2 5 1 5 5 1 4 2 2 4 1 5 1 5 4 4 4 1 5 1 2
154,Sydjyllands Storkreds,Helena Artmann,Andresen,I,1 2 5 4 2 2 1 5 5 1 4 2 2 5 1 4 2 5 4 2 5 2 5 1 4
155,Sydjyllands Storkreds,Cecilie Liv,Hansen,I,1 4 5 2 2 4 1 4 4 2 2 4 2 5 1 5 2 5 4 5 4 2 5 1 4
156,Sydjyllands Storkreds,Christian,Jørgensen,I,1 1 4 4 4 4 1 4 4 2 4 5 2 5 2 4 1 5 4 4 4 2 5 1 4
157,Sydjyllands Storkreds,Carl,Andersen,I,1 1 5 4 2 4 1 5 5 1 4 2 2 4 2 4 1 5 4 4 5 1 5 1 4
158,Sydjyllands Storkreds,Helene,Lykke,I,1 2 5 4 2 4 1 4 5 2 4 2 1 5 2 4 2 5 5 4 5 1 1 4
159,UNKNOWN,,,,
160,Sydjyllands Storkreds,John,Rasmussen,I,1 1 5 4 2 2 1 4 5 1 5 4 1 5 4 4 2 5 4 4 4 2 5 1 2
161,Sydjyllands Storkreds,Christian Fini,Mosegaard,I,1 2 5 4 2 4 1 4 5 2 4 2 2 4 1 5 2 5 4 2 5 2 5 1 4
162,UNKNOWN,,,,
163,UNKNOWN,Troels,Simonsen,I,1 2 5 5 2 2 1 5 5 1 5 5 5 5 4 1 5 5 2 5 2 5 1 4
164,Sydjyllands Storkreds,Frederik,Klakk,I,2 2 5 5 2 4 1 5 5 2 5 2 1 5 1 5 1 5 5 2 5 1 5 1 2
165,Vestjyllands Storkreds,Carsten,Bach,I,1 1 5 5 2 5 1 5 5 2 4 2 2 5 2 4 1 5 5 1 5 2 5 1 2
166,Vestjyllands Storkreds,Helle,Jensen,I,1 1 5 4 2 4 1 4 5 2 4 2 2 5 2 5 2 5 4 4 4 2 5 1 4
167,Vestjyllands Storkreds,Thorbjørn,Jacobsen,I,1 1 5 2 4 1 5 5 1 4 2 1 5 2 1 5 5 4 4 1 5 1 4
168,Vestjyllands Storkreds,Svend Stein,Olsen,I,1 1 5 2 2 5 1 5 5 2 5 2 2 4 2 5 2 5 4 4 4 1 5 1 4
169,UNKNOWN,,,,
170,Vestjyllands Storkreds,Steffen,Troldtoft,I,2 1 5 5 2 5 1 4 5 1 5 1 2 5 2 5 1 5 4 2 5 1 5 1 2
171,Vestjyllands Storkreds,Michael,Valbjørn,I,1 2 5 5 2 4 1 4 5 2 4 2 1 4 2 5 2 5 5 4 4 2 4 1 4
172,Østjyllands Storkreds,Alex,Vanopslagh,I,1 1 5 5 1 5 1 5 5 1 4 4 1 5 2 4 1 5 5 4 5 1 5 1 4
173,Østjyllands Storkreds,Jens,Meilvang,I,1 1 1 5 2 4 1 4 5 2 4 4 2 4 2 5 2 5 4 4 5 2 5 1 4
174,Østjyllands Storkreds,Louise,Brown,I,1 1 5 5 2 1 4 5 2 4 2 5 2 2 1 4 5 4 5 2 5 1 4
175,Østjyllands Storkreds,Chris,Hvidberg,I,2 2 4 5 1 4 1 5 5 2 4 4 2 5 1 4 2 5 5 2 5 1 5 1 4
176,Østjyllands Storkreds,Niels,Povlsgaard,I,1 1 5 4 2 5 1 4 5 2 4 2 2 5 2 5 2 5 5 4 5 1 5 1 4
177,Østjyllands Storkreds,Søren,Jensen,I,1 2 5 5 2 4 1 5 5 2 4 2 2 5 2 5 2 5 4 1 5 2 5 1 4
178,Østjyllands Storkreds,Lars,Abildskov,I,2 1 5 5 2 4 1 2 5 2 4 4 2 4 2 4 2 5 4 2 4 2 5 5 4
179,Østjyllands Storkreds,Michael,Klausen,I,2 2 2 2 2 4 2 4 5 2 4 4 4 4 2 4 2 5 4 4 4 2 4 2 2
180,UNKNOWN,Kim,Møller-Nielsen,I,1 1 5 5 2 5 1 5 5 1 4 2 2 5 2 4 1 5 5 4 5 1 5 1 2
181,Nordjyllands Storkreds,Steffen Holme,Helledie,B,4 1 2 2 4 4 2 1 2 4 4 5 5 4 5 1 2 2 2 4 2 2 2 4 4
182,Nordjyllands Storkreds,Jacob,Robsøe,B,4 1 2 2 4 4 2 2 2 4 4 5 4 4 5 1 2 2 2 4 2 4 2 2 4
183,Nordjyllands Storkreds,Susanne,Krebs,B,4 2 1 2 5 2 4 2 1 4 2 5 5 2 4 1 2 2 2 4 2 5 2 4 5
184,Nordjyllands Storkreds,Dorthe,Kerschus,B,4 1 4 2 5 4 2 1 2 4 4 5 4 2 5 1 2 1 2 4 2 5 1 4 2
185,Nordjyllands Storkreds,Marie,Wandel,B,4 1 5 1 4 2 1 1 5 4 5 5 1 5 1 4 1 2 5 1 4 1 4 4
186,Nordjyllands Storkreds,Pia,Elberg,B,2 1 4 2 4 4 2 1 2 4 5 5 2 5 1 2 1 4 2 4 1 4
187,Nordjyllands Storkreds,Carsten,Bedsted,B,4 1 2 2 4 2 2 1 4 5 2 5 4 4 5 2 2 1 2 4 2 1 1 4 2
188,Nordjyllands Storkreds,Michael Portefee P.,Lex,B,4 2 2 2 4 2 4 2 1 4 2 5 4 2 4 2 4 2 2 2 2 4 1 4 4
189,Nordjyllands Storkreds,Steen Asgeir,Petersen,B,4 2 1 1 4 2 5 1 1 5 5 4 2 5 2 2 1 2 4 2 4 5 5 4
190,Østjyllands Storkreds,Hanne,Roed,B,4 1 1 2 5 2 4 1 2 4 4 5 4 2 5 1 1 2 4 5 2 2 1 2 4
191,Østjyllands Storkreds,Katrine,Robsøe,B,4 1 2 2 4 4 2 1 2 4 2 5 5 4 5 1 2 2 2 5 2 4 1 4 4
192,Østjyllands Storkreds,Mathias,Sikora,B,4 1 4 1 4 2 4 1 4 4 5 5 5 2 4 1 2 1 2 5 1 4 2 2 5
193,Østjyllands Storkreds,Rune,Christiansen,B,4 1 4 2 4 2 2 1 2 4 4 5 4 2 4 2 2 2 4 4 2 4 2 4 4
194,Østjyllands Storkreds,Bjarke,Jensen,B,4 1 4 2 4 4 2 1 2 5 2 5 5 2 5 1 4 1 4 5 2 4 1 4 4
195,UNKNOWN,,,,
196,Østjyllands Storkreds,Rikke,Christensen,B,4 2 2 1 5 2 2 1 2 5 4 5 4 2 4 1 2 2 2 5 4 2 5 2
197,Østjyllands Storkreds,Line,Rasmussen,B,4 1 4 2 4 2 2 2 4 4 4 5 5 4 5 1 4 2 2 4 2 4 1 4 4
198,Østjyllands Storkreds,Anne Sophie,Callesen,B,4 1 4 1 4 2 1 2 4 4 5 5 2 5 1 2 1 2 4 1 4 1 4 4
